Timestamp,Open,High,Low,Close,Volume
2015-01-02,38.209999084472656,38.369998931884766,37.72999954223633,20.857959747314453,6290100
2015-01-05,36.59000015258789,36.65999984741211,35.630001068115234,19.752683639526367,16126000
2015-01-06,36.0099983215332,36.5,35.65999984741211,19.60494613647461,11575800
2015-01-07,36.0,36.349998474121094,35.65999984741211,19.65420150756836,9192400
2015-01-08,36.43000030517578,36.91999816894531,36.25,20.097394943237305,10789700
2015-01-09,36.7599983215332,36.83000183105469,36.13999938964844,20.015329360961914,7616700
2015-01-12,36.189998626708984,36.29999923706055,35.68000030517578,19.72532844543457,7570800
2015-01-13,36.20000076293945,36.34000015258789,35.75,19.67607879638672,10151900
2015-01-14,35.15999984741211,35.779998779296875,34.93000030517578,19.517404556274414,11629600
2015-01-15,36.119998931884766,36.189998626708984,35.59000015258789,19.55023956298828,8921100
2015-01-16,36.900001525878906,37.95000076293945,36.81999969482422,20.715694427490234,15374900
2015-01-20,38.0099983215332,38.029998779296875,37.380001068115234,20.6226749420166,8197700
2015-01-21,37.83000183105469,39.02000045776367,37.72999954223633,21.240982055664062,10491800
2015-01-22,39.02000045776367,39.13999938964844,38.5099983215332,21.328516006469727,8169600
2015-01-23,38.4900016784668,39.22999954223633,38.40999984741211,21.284751892089844,8398200
2015-01-26,39.029998779296875,40.209999084472656,38.79999923706055,21.842851638793945,9391200
2015-01-27,39.84000015258789,40.439998626708984,39.7400016784668,22.00153350830078,10968200
2015-01-28,39.779998779296875,39.79999923706055,38.84000015258789,21.273805618286133,8471000
2015-01-29,38.720001220703125,38.84000015258789,38.209999084472656,21.20267105102539,6995400
2015-01-30,38.7400016784668,39.279998779296875,38.209999084472656,21.24645233154297,7610000
2015-02-02,39.400001525878906,39.880001068115234,39.189998626708984,21.810026168823242,8213900
2015-02-03,40.790000915527344,41.27000045776367,40.52000045776367,22.48851203918457,12783500
2015-02-04,40.470001220703125,40.79999923706055,40.09000015258789,22.132854461669922,8777900
2015-02-05,41.11000061035156,41.58000183105469,40.95000076293945,22.641719818115234,7738400
2015-02-06,41.529998779296875,41.650001525878906,41.08000183105469,22.526817321777344,6735300
2015-02-09,41.5099983215332,42.029998779296875,41.47999954223633,22.767568588256836,8132800
2015-02-10,41.150001525878906,41.290000915527344,40.529998779296875,22.570587158203125,10147000
2015-02-11,40.16999816894531,40.470001220703125,39.81999969482422,22.40401840209961,6177400
2015-02-12,40.95000076293945,41.810001373291016,40.88999938964844,22.953706741333008,15230500
2015-02-13,41.79999923706055,42.099998474121094,41.70000076293945,23.281299591064453,6625200
2015-02-17,41.40999984741211,41.93000030517578,41.25,23.198013305664062,5168400
2015-02-18,41.650001525878906,41.93000030517578,41.459999084472656,23.181350708007812,4879400
2015-02-19,40.93000030517578,41.540000915527344,40.779998779296875,22.870420455932617,5644100
2015-02-20,41.18000030517578,41.369998931884766,40.970001220703125,22.920391082763672,4549900
